,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId,content_cleaned,rule_based_label,model_confidence
50517,gp:AOqpTOEAsNrKmWACo2MyQts5OPrb3TiIfyANO173dqTl5hYh57PGqlc4ecelIpRl8-_mcP0U-P_CyYL9cZJI7b4,diane barker,https://play-lh.googleusercontent.com/a-/AOh14Gg-50VKgbFou2sHbka1yOF_AKE85zgdDJ0d3P26TA,"Everything was going fine, then I opened another Google business account & now I can't get into my first website, every time I try to log into my first website it goes straight into my second website, this is so annoying, I spent a lot of time loading photos writing tx etc. & now I can't get into it & don't know if anyone has left me messages or comments.Please fix this so that I can use my first website. It doesn't say that if you open a second website u won't get into the first website☹️😥",2,76,3.29.0.331243412,2020-10-16 00:01:53,,,most_relevant,com.google.android.apps.vega,everything was going fine then i opened another google business account  now i cant get into my first website every time i try to log into my first website it goes straight into my second website this is so annoying i spent a lot of time loading photos writing tx etc  now i cant get into it  dont know if anyone has left me messages or commentsplease fix this so that i can use my first website it doesnt say that if you open a second website u wont get into the first website,PERFORMANCE_BUG,0.4010336898767919
90971,gp:AOqpTOGU0v8c9ZwM_sbIazGBlpMQmLOlcEibyyjUdxFo_uMyUmsSbZC8YWbrD3XPA0bLU5zT0A4NjVwepC8a-Hs,Nicole McIntyre,https://play-lh.googleusercontent.com/a-/AOh14GiI7JYEnPFkvNqZhrMeAedGop_AU6y3nsCLqt7ccQ,"I would actually like to use this to keep fun records of places I've been but what really puts me off is how you can't add photos or videos to your points from the app! I want to be able to use this app on the go, I don't want to have to go through the bother of going on a computer and hooking up my phone just to be able to upload pictures and videos! The app should have the same features the web version has! (And both the mobile and web versions should allow you to add comments onto pictures).",3,8,2.1,2016-12-15 03:02:07,,,newest,com.google.android.apps.m4b,i would actually like to use this to keep fun records of places ive been but what really puts me off is how you cant add photos or videos to your points from the app i want to be able to use this app on the go i dont want to have to go through the bother of going on a computer and hooking up my phone just to be able to upload pictures and videos the app should have the same features the web version has and both the mobile and web versions should allow you to add comments onto pictures,PERFORMANCE_BUG,0.401984757296132
73517,gp:AOqpTOHf2AVQ7fJDO6u6YNUCL_x0oIzpXD8mrGSYp6jVjptiGWLwW3o5d5FEfMslTH28kjtzT5vQWdDUSsNsRss,Malcolm Hammond-Falconer,https://play-lh.googleusercontent.com/-YqYsZd6l3fs/AAAAAAAAAAI/AAAAAAAAH8U/AMZuucl2Ylv_Y3sdfFXpMQpu5NtKt73b8w/photo.jpg,"I don't mind the app but when your phone is locked you should be able to take a picture and look in your photos, call, and text but if you just downloaded this app it may start glitching and you won't be able to text anymore like if you are in a crisis of some sort and you are not trying to make any noise you can't text or like if you are in class and you need to take a picture or a video of any work from class you can't take a picture or video.But it may glitch out emergency call",3,36,flh.release.1.38.0.T.328209365,2020-09-23 14:33:59,,,most_relevant,com.google.android.apps.kids.familylinkhelper,i dont mind the app but when your phone is locked you should be able to take a picture and look in your photos call and text but if you just downloaded this app it may start glitching and you wont be able to text anymore like if you are in a crisis of some sort and you are not trying to make any noise you cant text or like if you are in class and you need to take a picture or a video of any work from class you cant take a picture or videobut it may glitch out emergency call,PERFORMANCE_BUG,0.40232312394846365
73749,gp:AOqpTOHf2AVQ7fJDO6u6YNUCL_x0oIzpXD8mrGSYp6jVjptiGWLwW3o5d5FEfMslTH28kjtzT5vQWdDUSsNsRss,Malcolm Hammond-Falconer,https://play-lh.googleusercontent.com/-YqYsZd6l3fs/AAAAAAAAAAI/AAAAAAAAH8U/AMZuucl2Ylv_Y3sdfFXpMQpu5NtKt73b8w/photo.jpg,"I don't mind the app but when your phone is locked you should be able to take a picture and look in your photos, call, and text but if you just downloaded this app it may start glitching and you won't be able to text anymore like if you are in a crisis of some sort and you are not trying to make any noise you can't text or like if you are in class and you need to take a picture or a video of any work from class you can't take a picture or video.But it may glitch out emergency call",3,36,flh.release.1.38.0.T.328209365,2020-09-23 14:33:59,,,newest,com.google.android.apps.kids.familylinkhelper,i dont mind the app but when your phone is locked you should be able to take a picture and look in your photos call and text but if you just downloaded this app it may start glitching and you wont be able to text anymore like if you are in a crisis of some sort and you are not trying to make any noise you cant text or like if you are in class and you need to take a picture or a video of any work from class you cant take a picture or videobut it may glitch out emergency call,PERFORMANCE_BUG,0.40232312394846365
68861,gp:AOqpTOFMRmXq6UO0Eg4qmEWuMiwjpi2ieXC4wZplKwy7YMLeAdkbZGukcTppDJ0nfWuLvQycnyTEOKGecaqMTQ,Steve Watson,https://play-lh.googleusercontent.com/a-/AOh14GjQDtC0AqyV12f_gvPwl-T4jy6xXTWNcRLepQ2OPQ,"Loads of little issues on Fossil Gen 4. cannot disable the crown and google assistant, so always triggering when I bend my wrist. Auto launch media controls STILL turns itself back on after about an hour or less. Should be a pretty simple bug to fix, but still nothing. Nonen of the uodates seem to fix known issues",3,0,2.24.0.244631785,2019-05-22 13:52:34,,,most_relevant,com.google.android.wearable.app,loads of little issues on fossil gen 4 cannot disable the crown and google assistant so always triggering when i bend my wrist auto launch media controls still turns itself back on after about an hour or less should be a pretty simple bug to fix but still nothing nonen of the uodates seem to fix known issues,PERFORMANCE_BUG,0.4025190074956261
52886,gp:AOqpTOGlCaz0xz3mNngduAEgRK3oFzkpmON8Xobjg3u1z1GN6ML9VraeZds651HZQLhAP_xrbcAnIe-yoejv2pI,Samer Abdin,https://play-lh.googleusercontent.com/a-/AOh14GgP-DMX5DsXT8dYz1U3udARfamYliYIeuHwHSbnnA,"A very poorly thought out application. This feels more like a school project than a real app. For a start, really watch out because if you create your child's account in the app the child cannot use YouTube. At all. Ever. Until they are thirteen. Only YouTube kids is available - in certain countries. Guess what happens if you're not in those countries. Yes.. No YouTube at all. Nice one Google. Nice one. Its so bad its worth thinking about switching to ios.",1,47,1.71.0.Z.350181002,2021-01-31 05:33:53,,,newest,com.google.android.apps.kids.familylink,a very poorly thought out application this feels more like a school project than a real app for a start really watch out because if you create your childs account in the app the child cannot use youtube at all ever until they are thirteen only youtube kids is available  in certain countries guess what happens if youre not in those countries yes no youtube at all nice one google nice one its so bad its worth thinking about switching to ios,LOGIN_BUG,0.40252981744192956
52688,gp:AOqpTOGlCaz0xz3mNngduAEgRK3oFzkpmON8Xobjg3u1z1GN6ML9VraeZds651HZQLhAP_xrbcAnIe-yoejv2pI,Samer Abdin,https://play-lh.googleusercontent.com/a-/AOh14GgP-DMX5DsXT8dYz1U3udARfamYliYIeuHwHSbnnA,"A very poorly thought out application. This feels more like a school project than a real app. For a start, really watch out because if you create your child's account in the app the child cannot use YouTube. At all. Ever. Until they are thirteen. Only YouTube kids is available - in certain countries. Guess what happens if you're not in those countries. Yes.. No YouTube at all. Nice one Google. Nice one. Its so bad its worth thinking about switching to ios.",1,47,1.71.0.Z.350181002,2021-01-31 05:33:53,,,most_relevant,com.google.android.apps.kids.familylink,a very poorly thought out application this feels more like a school project than a real app for a start really watch out because if you create your childs account in the app the child cannot use youtube at all ever until they are thirteen only youtube kids is available  in certain countries guess what happens if youre not in those countries yes no youtube at all nice one google nice one its so bad its worth thinking about switching to ios,LOGIN_BUG,0.40252981744192956
67355,gp:AOqpTOEQlLpKaxS4fc2GmtMeGt8uP27ba0I9nEXhFOi4bj0uOWqwg0XD3aQ4fzWRFBosQNlLzp090pLNGExIgmg,Tracey Walford,https://play-lh.googleusercontent.com/-HOLBn_0NjZ0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnudyzncjGrMXlQ3y10dutSOZPGtw/photo.jpg,The app keeps telling me Chrome isn't available can't read emails or watch videos,2,3,3.15.331523522.release.go,2020-10-08 19:44:16,,,most_relevant,com.google.android.apps.searchlite,the app keeps telling me chrome isnt available cant read emails or watch videos,LOGIN_BUG,0.4025307597087363
56820,gp:AOqpTOEaRliGXAquQnd0d-jhPjfHQMM2IyKYKKqhRJWII8Liu0NfFKJxPYTgzat3o3RmSXdeXuKso-S7sa901Q,Idrees Mi,https://play-lh.googleusercontent.com/a-/AOh14GjY8zXxrcKCrAfQoRwgJkFoOWUqE13Lryx9zVmmXc0,"Flop app. And fail idea. I don't think it's as much as its developers think... Because when my phone was stolen, thief immediately switched off the mobile and all the features of app made by Google get failed... So i want to suggest some advance controls ""if Google hear the users."" 1) lock the device remotely without internet connection like xiaomi's security. 2) turn on/off mobile data remotely to get device info and accurate location. 3) and a big feature which allow it to track easily, make ""flight mode/power on-off disable"". So mobile could be tracked upto battery lasts, and thief couldn't stop sending phone location. 🙂",3,27,2.2.009,2018-11-17 23:40:59,,,most_relevant,com.google.android.apps.adm,flop app and fail idea i dont think its as much as its developers think because when my phone was stolen thief immediately switched off the mobile and all the features of app made by google get failed so i want to suggest some advance controls if google hear the users 1 lock the device remotely without internet connection like xiaomis security 2 turn onoff mobile data remotely to get device info and accurate location 3 and a big feature which allow it to track easily make flight modepower onoff disable so mobile could be tracked upto battery lasts and thief couldnt stop sending phone location ,PERFORMANCE_BUG,0.40260461913614065
81491,gp:AOqpTOE3zgaj-GHjVrJE47ccaxBqjyzotBEfmoFyaomg-cAM_1sgS3qfjZLJPDFOTtRkhVwGlQpJ-H8jPMbRpZ0,Carlo Alberto Ferraris,https://play-lh.googleusercontent.com/a-/AOh14GhNVlefsFMYrF3kND1fpVjFpVU_5qnkiWQ2ErgYwgk,"Not a lot of bang for the buck. Also, the limitation that prevents sharing your membership with family members that live in a different country is ridiculous. Update: yes, the first improvement you should focus on is removing the restriction that prevents sharing my plan with family members in different countries. Once that is fixed, you should likely focus on lowering the cost of the higher tiers (> 100GB).",1,595,1.81.345513717,2021-01-11 23:13:09,"Hi, Carlo. We do value your feedback - is there something specific that you think we could improve with Google One?",2021-01-11 16:37:48,most_relevant,com.google.android.apps.subscriptions.red,not a lot of bang for the buck also the limitation that prevents sharing your membership with family members that live in a different country is ridiculous update yes the first improvement you should focus on is removing the restriction that prevents sharing my plan with family members in different countries once that is fixed you should likely focus on lowering the cost of the higher tiers  100gb,PERFORMANCE_BUG,0.40270165103202193
8995,gp:AOqpTOFw_Z96o3M0qZhIjSKk6s2VjRY56qulHq3kvUBG41kMFqcwzJ1r4CG4e1fgksH-4aRue17KqnqRtlcfPA,Alan Shilling,https://play-lh.googleusercontent.com/-_RejIP4JaW0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckPeurxC-2yI5fsqI9osiBSKlqlKA/photo.jpg,"1 star (originally) as this version doesn't show non-repeating events over a year old. But it used to show events older than 1 year, so why on earth change it so it doesn't show older events? My previous phone, bought in June 2019, running Android 9, still shows such events going back to 2017, so saying it's ""as designed"" doesn't make sense and also is of no use whatsoever to me. Update 16th Nov 2020, now showing all events back beyond 2017, so has Google relented on it's previous policy?",3,136,2020.44.1-340608778-release,2020-11-16 12:29:11,Hi Alan. Thanks for reaching out. We'll pass on your feedback to the team. Could you also submit it here: https://goo.gle/37YOQmJ? Appreciate it!,2020-11-16 14:39:39,most_relevant,com.google.android.calendar,1 star originally as this version doesnt show nonrepeating events over a year old but it used to show events older than 1 year so why on earth change it so it doesnt show older events my previous phone bought in june 2019 running android 9 still shows such events going back to 2017 so saying its as designed doesnt make sense and also is of no use whatsoever to me update 16th nov 2020 now showing all events back beyond 2017 so has google relented on its previous policy,UI_BUG,0.4027403835523084
